STN---,WBAN , YEARMODA,   TEMP,  ,   DEWP,  ,  SLP  ,  ,  STP  ,  , VISIB,  ,  WDSP,  , MXSPD,  GUST,   MAX  ,  MIN  ,PRCP  ,SNDP , FRSHTT,
276120,99999, 19361231,   16.0, 4, 9999.9, 0, 1022.9, 4, 9999.9, 0,   3.0, 4,   9.0, 4,  13.0, 999.9,   27.0*,   5.0 , 0.00I,999.9, 000000,
276120,99999, 19370101,   33.5, 4, 9999.9, 0, 1020.9, 4, 9999.9, 0,   2.5, 4,  13.0, 4,  13.0, 999.9,   34.0*,  18.0 ,99.99 ,999.9, 010000,
276120,99999, 19370102,   28.8, 4, 9999.9, 0, 1020.4, 4, 9999.9, 0,   4.0, 4, 999.9, 0, 999.9, 999.9,   32.0 ,  27.0*, 0.00I,999.9, 000000,
276120,99999, 19370103,   29.0, 4, 9999.9, 0, 1013.2, 4, 9999.9, 0,   2.5, 4,  17.0, 4,  23.9, 999.9,   30.0 ,  27.0 ,99.99 ,999.9, 011000,
276120,99999, 19370104,   30.0, 4, 9999.9, 0, 1013.2, 4, 9999.9, 0,   2.2, 4,  13.3, 4,  18.1, 999.9,   32.0 ,  28.0 ,99.99 ,999.9, 001000,
276120,99999, 19370105,   28.0, 4, 9999.9, 0, 1020.6, 4, 9999.9, 0,   3.4, 4,  11.0, 4,  13.0, 999.9,   32.0 ,  23.0*, 0.00I,999.9, 000000,
276120,99999, 19370106,   26.5, 4, 9999.9, 0, 1016.5, 4, 9999.9, 0,   1.5, 4,  13.7, 4,  23.9, 999.9,   28.0 ,  21.0 ,99.99 ,999.9, 001000,
276120,99999, 19370107,   29.5, 4, 9999.9, 0, 1010.5, 4, 9999.9, 0,   0.8, 4,  11.3, 4,  18.1, 999.9,   30.0 ,  27.0 ,99.99 ,999.9, 001000,
276120,99999, 19370108,   32.5, 4, 9999.9, 0, 1006.2, 4, 9999.9, 0,   0.5, 4,  13.5, 4,  18.1, 999.9,   34.0 ,  30.0 ,99.99 ,999.9, 001000,
276120,99999, 19370109,   31.7, 4, 9999.9, 0, 1024.1, 4, 9999.9, 0,   1.0, 4,   3.5, 4,   5.1, 999.9,   34.0*,  27.0*,99.99 ,999.9, 101000,
276120,99999, 19370110,   19.0, 4, 9999.9, 0, 1035.1, 4, 9999.9, 0,   1.6, 4,  10.0, 4,  13.0, 999.9,   23.0*,  12.0*,99.99 ,999.9, 001000,
276120,99999, 19370111,    8.8, 4, 9999.9, 0, 1040.3, 4, 9999.9, 0,   0.9, 4,   6.0, 4,   8.9, 999.9,   14.0 ,   3.0*, 0.00I,999.9, 000000,
276120,99999, 19370112,    2.3, 4, 9999.9, 0, 1047.3, 4, 9999.9, 0,   0.8, 4,   6.0, 4,   8.9, 999.9,    5.0 ,  -2.0 , 0.00I,999.9, 000000,
276120,99999, 19370113,    6.8, 4, 9999.9, 0, 9999.9, 0, 9999.9, 0,   1.2, 4,   3.5, 4,   5.1, 999.9,   12.0 ,   1.0 ,99.99 ,999.9, 001000,
276120,99999, 19370114,    9.5, 4, 9999.9, 0, 1041.5, 4, 9999.9, 0,   0.9, 4,   5.2, 4,   8.9, 999.9,   16.0*,   1.0 ,99.99 ,999.9, 001000,
276120,99999, 19370115,   18.5, 4, 9999.9, 0, 1044.2, 4, 9999.9, 0,   1.4, 4,   5.1, 4,   5.1, 999.9,   21.0 ,  14.0 ,99.99 ,999.9, 101000,
276120,99999, 19370116,   17.5, 4, 9999.9, 0, 1041.3, 4, 9999.9, 0,   2.2, 4,   6.0, 4,   8.9, 999.9,   18.0*,  16.0*,99.99 ,999.9, 001000,
276120,99999, 19370117,   11.0, 4, 9999.9, 0, 1043.6, 4, 9999.9, 0,   0.6, 4,   2.5, 4,   5.1, 999.9,   19.0 ,  -2.0*,99.99 ,999.9, 101000,
276120,99999, 19370118,    7.7, 4, 9999.9, 0, 1047.1, 4, 9999.9, 0,   1.1, 4,   7.2, 4,  13.0, 999.9,   12.0*,  -2.0 ,99.99 ,999.9, 001000,
276120,99999, 19370119,   10.8, 4, 9999.9, 0, 1042.2, 4, 9999.9, 0,   1.9, 4,   8.0, 4,   8.9, 999.9,   14.0 ,   7.0 ,99.99 ,999.9, 001000,
276120,99999, 19370120,    3.7, 4, 9999.9, 0, 1035.2, 4, 9999.9, 0,   0.5, 4,   7.0, 4,   8.9, 999.9,    7.0 ,   0.0*,99.99 ,999.9, 001000,
276120,99999, 19370121,    0.0, 4, 9999.9, 0, 1038.3, 4, 9999.9, 0,   0.5, 4,   3.0, 4,   5.1, 999.9,   10.0*,  -4.0 , 0.00I,999.9, 100000,
276120,99999, 19370122,   -2.0, 4, 9999.9, 0, 1044.9, 4, 9999.9, 0,   0.7, 4,   1.9, 4,   1.9, 999.9,    1.0 , -11.0 , 0.00I,999.9, 000000,
276120,99999, 19370123,   -4.2, 4, 9999.9, 0, 9999.9, 0, 9999.9, 0,   0.6, 4,   2.7, 4,   5.1, 999.9,    1.0 ,  -8.0 , 0.00I,999.9, 100000,
276120,99999, 19370124,   -5.0, 4, 9999.9, 0, 9999.9, 0, 9999.9, 0,   0.8, 4,   4.5, 4,   8.9, 999.9,    3.0 ,  -9.0 , 0.00I,999.9, 000000,
276120,99999, 19370125,   -8.5, 4, 9999.9, 0, 9999.9, 0, 9999.9, 0,   0.8, 4,   2.7, 4,   5.1, 999.9,    0.0 , -17.0*, 0.00I,999.9, 000000,
276120,99999, 19370126,    3.2, 4, 9999.9, 0, 1032.8, 4, 9999.9, 0,   2.2, 4,   7.0, 4,   8.9, 999.9,   10.0 , -17.0 ,99.99 ,999.9, 001000,
276120,99999, 19370127,   10.3, 4, 9999.9, 0, 1021.6, 4, 9999.9, 0,   2.2, 4,   5.2, 4,   8.9, 999.9,   12.0 ,   7.0 ,99.99 ,999.9, 001000,
276120,99999, 19370128,    1.2, 4, 9999.9, 0, 1020.9, 4, 9999.9, 0,   2.5, 4,   5.2, 4,   8.9, 999.9,    7.0*,  -9.0*,99.99 ,999.9, 001000,
276120,99999, 19370129,  -12.7, 4, 9999.9, 0, 1025.5, 4, 9999.9, 0,   1.4, 4,   5.2, 4,   8.9, 999.9,   -6.0 , -17.0*, 0.00I,999.9, 000000,
276120,99999, 19370130,   -8.2, 4, 9999.9, 0, 1024.8, 4, 9999.9, 0,   1.9, 4,   6.2, 4,   8.9, 999.9,   -2.0 , -18.0 , 0.00I,999.9, 100000,
276120,99999, 19370131,   10.3, 4, 9999.9, 0, 1020.2, 4, 9999.9, 0,   2.2, 4,   6.0, 4,   8.9, 999.9,   18.0*,  -9.0 ,99.99 ,999.9, 001000,
276120,99999, 19370201,   15.8, 4, 9999.9, 0, 1026.5, 4, 9999.9, 0,   4.3, 4,   7.0, 4,   8.9, 999.9,   21.0 ,   9.0*,99.99 ,999.9, 001000,
276120,99999, 19370202,    6.3, 4, 9999.9, 0, 1030.7, 4, 9999.9, 0,   2.5, 4,   6.0, 4,   8.9, 999.9,   14.0 ,   3.0 , 0.00I,999.9, 000000,
276120,99999, 19370203,   11.7, 4, 9999.9, 0, 1018.2, 4, 9999.9, 0,   2.5, 4,  14.3, 4,  18.1, 999.9,   14.0 ,   7.0 ,99.99 ,999.9, 001000,
276120,99999, 19370204,   19.8, 4, 9999.9, 0, 1007.4, 4, 9999.9, 0,   1.2, 4,   5.4, 4,   8.9, 999.9,   23.0 ,  12.0 ,99.99 ,999.9, 001000,
276120,99999, 19370205,   24.0, 4, 9999.9, 0, 1004.1, 4, 9999.9, 0,   0.9, 4,   6.5, 4,  13.0, 999.9,   25.0 ,  21.0 ,99.99 ,999.9, 001000,
276120,99999, 19370206,   34.0, 4, 9999.9, 0,  997.5, 4, 9999.9, 0,   1.2, 4,   8.9, 4,   8.9, 999.9,   36.0*,  23.0 , 0.00I,999.9, 100000,
276120,99999, 19370207,   34.0, 4, 9999.9, 0,  990.4, 4, 9999.9, 0,   3.4, 4,  14.3, 4,  18.1, 999.9,   36.0 ,9999.9 ,99.99 ,999.9, 010000,
276120,99999, 19370208,   23.0, 4, 9999.9, 0,  992.0, 4, 9999.9, 0,   2.9, 4,  16.5, 4,  29.9, 999.9,   34.0 ,  14.0*,99.99 ,999.9, 001000,
276120,99999, 19370209,   15.5, 4, 9999.9, 0,  997.7, 4, 9999.9, 0,   3.9, 4,  14.3, 4,  18.1, 999.9,   18.0 ,  10.0 ,99.99 ,999.9, 001000,
276120,99999, 19370210,   20.0, 4, 9999.9, 0, 1010.6, 4, 9999.9, 0,   8.4, 4,  12.5, 4,  18.1, 999.9,   37.0*,   9.0 , 0.00I,999.9, 000000,
276120,99999, 19370211,   10.8, 4, 9999.9, 0, 1019.7, 4, 9999.9, 0,   2.4, 4,   2.7, 4,   5.1, 999.9,   19.0 ,   1.0 , 0.00I,999.9, 000000,
276120,99999, 19370212,   12.7, 4, 9999.9, 0, 1018.5, 4, 9999.9, 0,   2.2, 4,  12.3, 4,  18.1, 999.9,   18.0 ,   9.0 ,99.99 ,999.9, 001000,
276120,99999, 19370213,   17.2, 4, 9999.9, 0, 1015.3, 4, 9999.9, 0,   1.4, 4,  13.3, 4,  18.1, 999.9,   19.0*,  12.0 ,99.99 ,999.9, 001000,
276120,99999, 19370214,   26.2, 4, 9999.9, 0, 1010.5, 4, 9999.9, 0,   2.2, 4,  23.9, 4,  23.9, 999.9,   28.0 ,  19.0 ,99.99 ,999.9, 011000,
276120,99999, 19370215,   17.2, 4, 9999.9, 0, 1017.8, 4, 9999.9, 0,   2.2, 4,  12.0, 4,  13.0, 999.9,   21.0 ,  14.0*,99.99 ,999.9, 001000,
276120,99999, 19370216,   19.8, 4, 9999.9, 0, 1013.0, 4, 9999.9, 0,   2.2, 4,   8.0, 4,  13.0, 999.9,   21.0 ,  14.0 ,99.99 ,999.9, 001000,
276120,99999, 19370217,   21.7, 4, 9999.9, 0, 1021.6, 4, 9999.9, 0,   3.0, 4,   4.3, 4,   5.1, 999.9,   28.0 ,  16.0*,99.99 ,999.9, 001000,
276120,99999, 19370218,   20.3, 4, 9999.9, 0, 1026.7, 4, 9999.9, 0,   1.6, 4,   8.2, 4,  13.0, 999.9,   23.0 ,  16.0 , 0.00I,999.9, 100000,
276120,99999, 19370219,   20.3, 4, 9999.9, 0, 1024.9, 4, 9999.9, 0,   2.5, 4,  12.2, 4,  18.1, 999.9,   25.0 ,  14.0*, 0.00I,999.9, 000000,
276120,99999, 19370220,   13.0, 4, 9999.9, 0, 1017.1, 4, 9999.9, 0,   2.5, 4,  16.8, 4,  18.1, 999.9,   18.0 ,  10.0 ,99.99 ,999.9, 001000,
276120,99999, 19370221,   17.5, 4, 9999.9, 0, 1009.8, 4, 9999.9, 0,   1.2, 4,  12.0, 4,  13.0, 999.9,   21.0*,  10.0 ,99.99 ,999.9, 001000,
276120,99999, 19370222,   21.2, 4, 9999.9, 0, 1005.0, 4, 9999.9, 0,   0.5, 4,   7.0, 4,   8.9, 999.9,   25.0 ,  16.0*,99.99 ,999.9, 101000,
276120,99999, 19370223,   21.7, 4, 9999.9, 0,  994.9, 4, 9999.9, 0,   1.2, 4,   8.9, 4,   8.9, 999.9,   27.0*,  16.0 ,99.99 ,999.9, 001000,
276120,99999, 19370224,   32.8, 4, 9999.9, 0,  997.8, 4, 9999.9, 0,   3.0, 4,  12.2, 4,  18.1, 999.9,   37.0 ,  27.0 ,99.99 ,999.9, 011000,
276120,99999, 19370225,   24.5, 4, 9999.9, 0,  994.8, 4, 9999.9, 0,   1.4, 4,  15.5, 4,  18.1, 999.9,   27.0*,  21.0*,99.99 ,999.9, 001000,
276120,99999, 19370226,   17.0, 4, 9999.9, 0, 1002.4, 4, 9999.9, 0,   4.3, 4,  10.0, 4,  13.0, 999.9,   21.0 ,  10.0*,99.99 ,999.9, 001000,
276120,99999, 19370227,   12.2, 4, 9999.9, 0, 1017.5, 4, 9999.9, 0,   2.2, 4, 999.9, 0, 999.9, 999.9,   19.0 ,   3.0 , 0.00I,999.9, 000000,
276120,99999, 19370228,   14.3, 4, 9999.9, 0, 1030.0, 4, 9999.9, 0,   0.9, 4,   1.0, 4,   1.9, 999.9,   23.0 ,  10.0 , 0.00I,999.9, 000000,
276120,99999, 19370301,   14.5, 4, 9999.9, 0, 1037.1, 4, 9999.9, 0,   0.9, 4,   1.3, 4,   5.1, 999.9,   28.0 ,   0.0 , 0.00I,999.9, 100000,
276120,99999, 19370302,   14.3, 4, 9999.9, 0, 1037.4, 4, 9999.9, 0,   0.5, 4,   0.0, 4, 999.9, 999.9,   28.0 ,  -2.0 , 0.00I,999.9, 100000,
276120,99999, 19370303,   18.8, 4, 9999.9, 0, 1035.9, 4, 9999.9, 0,   1.1, 4,   2.7, 4,   8.9, 999.9,   28.0 ,  10.0 , 0.00I,999.9, 100000,
276120,99999, 19370304,   11.5, 4, 9999.9, 0, 1038.4, 4, 9999.9, 0,   3.9, 4,   0.5, 4,   1.9, 999.9,   28.0 ,  -6.0 , 0.00I,999.9, 100000,
276120,99999, 19370305,   13.2, 4, 9999.9, 0, 1034.8, 4, 9999.9, 0,   1.9, 4,   1.0, 4,   1.9, 999.9,   25.0 ,   3.0 , 0.00I,999.9, 100000,
276120,99999, 19370306,   15.5, 4, 9999.9, 0, 1023.4, 4, 9999.9, 0,   1.7, 4,   7.0, 4,   8.9, 999.9,   23.0 ,   7.0 , 0.00I,999.9, 000000,
276120,99999, 19370307,   26.5, 4, 9999.9, 0, 1013.1, 4, 9999.9, 0,   0.7, 4,   6.0, 4,   8.9, 999.9,   30.0 ,  18.0 ,99.99 ,999.9, 001000,
276120,99999, 19370308,   27.0, 4, 9999.9, 0, 1004.8, 4, 9999.9, 0,   1.0, 4,   3.7, 4,   8.9, 999.9,   34.0 ,  19.0 ,99.99 ,999.9, 101000,
276120,99999, 19370309,   32.5, 4, 9999.9, 0, 1007.2, 4, 9999.9, 0,   2.4, 4,   3.8, 4,   5.1, 999.9,   37.0 ,  25.0 ,99.99 ,999.9, 001000,
276120,99999, 19370310,   30.7, 4, 9999.9, 0, 1007.8, 4, 9999.9, 0,   1.9, 4,   2.7, 4,   8.9, 999.9,   36.0 ,  25.0*, 0.00I,999.9, 100000,
276120,99999, 19370312,   29.3, 4, 9999.9, 0, 1011.4, 4, 9999.9, 0,   1.5, 4,   2.2, 4,   5.1, 999.9,   34.0 ,  25.0 ,99.99 ,999.9, 101000,
276120,99999, 19370313,   29.3, 4, 9999.9, 0, 1020.0, 4, 9999.9, 0,   3.4, 4,   5.7, 4,   8.9, 999.9,   34.0 ,  27.0 , 0.00I,999.9, 000000,
276120,99999, 19370314,   31.5, 4, 9999.9, 0, 1019.9, 4, 9999.9, 0,   1.2, 4,  11.0, 4,  13.0, 999.9,   37.0 ,  27.0 , 0.00I,999.9, 000000,
276120,99999, 19370315,   33.5, 4, 9999.9, 0, 1014.4, 4, 9999.9, 0,   1.6, 4,  13.0, 4,  13.0, 999.9,   36.0 ,  30.0 ,99.99 ,999.9, 010000,
276120,99999, 19370317,   31.5, 4, 9999.9, 0, 1015.9, 4, 9999.9, 0,   0.3, 4,   3.5, 4,   5.1, 999.9,   34.0 ,  28.0 ,99.99 ,999.9, 110000,
276120,99999, 19370318,   33.5, 4, 9999.9, 0, 1011.8, 4, 9999.9, 0,   0.5, 4,   1.7, 4,   5.1, 999.9,   36.0 ,  32.0 ,99.99 ,999.9, 101000,
276120,99999, 19370319,   34.0, 4, 9999.9, 0, 1009.9, 4, 9999.9, 0,   1.4, 4,   1.0, 4,   1.9, 999.9,   36.0 ,  32.0 ,99.99 ,999.9, 010000,
276120,99999, 19370320,   35.0, 4, 9999.9, 0, 1014.4, 4, 9999.9, 0,   1.9, 4,   1.0, 4,   1.9, 999.9,   36.0 ,  32.0 ,99.99 ,999.9, 010000,
276120,99999, 19370321,   34.7, 4, 9999.9, 0, 1015.7, 4, 9999.9, 0,   3.0, 4,   6.8, 4,  13.0, 999.9,   37.0 ,  32.0 , 0.00I,999.9, 000000,
276120,99999, 19370322,   35.5, 4, 9999.9, 0, 1007.2, 4, 9999.9, 0,   2.5, 4,  17.0, 4,  23.9, 999.9,   36.0 ,  32.0 ,99.99 ,999.9, 011000,
276120,99999, 19370323,   36.0, 4, 9999.9, 0, 1014.9, 4, 9999.9, 0,   5.3, 4,  10.0, 4,  13.0, 999.9,   37.0 ,  34.0 , 0.00I,999.9, 000000,
276120,99999, 19370324,   39.5, 4, 9999.9, 0, 1016.2, 4, 9999.9, 0,   2.5, 4,   8.0, 4,  13.0, 999.9,   45.0 ,  36.0 , 0.00I,999.9, 000000,
276120,99999, 19370325,   39.5, 4, 9999.9, 0, 1013.5, 4, 9999.9, 0,   1.1, 4,   9.0, 4,  13.0, 999.9,   43.0 ,  39.0 ,99.99 ,999.9, 010000,
276120,99999, 19370326,   38.0, 4, 9999.9, 0, 1013.1, 4, 9999.9, 0,   0.5, 4,   6.2, 4,   8.9, 999.9,   41.0 ,  37.0 , 0.00I,999.9, 100000,
276120,99999, 19370327,   37.3, 4, 9999.9, 0, 1012.8, 4, 9999.9, 0,   0.5, 4,   8.0, 4,   8.9, 999.9,   39.0*,  36.0 ,99.99 ,999.9, 010000,
276120,99999, 19370328,   39.5, 4, 9999.9, 0, 1016.8, 4, 9999.9, 0,   1.4, 4,   8.0, 4,   8.9, 999.9,   48.0*,  34.0*,99.99 ,999.9, 010000,
276120,99999, 19370329,   37.7, 4, 9999.9, 0, 1023.5, 4, 9999.9, 0,   2.8, 4,   5.0, 4,   8.9, 999.9,   43.0 ,  34.0 , 0.00I,999.9, 000000,
276120,99999, 19370331,   31.0, 4, 9999.9, 0, 1027.4, 4, 9999.9, 0,   5.3, 4,  10.2, 4,  18.1, 999.9,   36.0 ,  28.0*, 0.00I,999.9, 000000,
276120,99999, 19370401,   36.0, 4, 9999.9, 0, 1025.6, 4, 9999.9, 0,   9.3, 4,   7.0, 4,   8.9, 999.9,   45.0 ,  28.0 , 0.00I,999.9, 000000,
276120,99999, 19370402,   33.8, 4, 9999.9, 0, 1030.8, 4, 9999.9, 0,   4.3, 4, 999.9, 0, 999.9, 999.9,   39.0 ,  28.0*, 0.00I,999.9, 000000,
276120,99999, 19370403,   35.0, 4, 9999.9, 0, 1032.6, 4, 9999.9, 0,   4.3, 4,   3.0, 4,   5.1, 999.9,   43.0 ,  25.0 , 0.00I,999.9, 000000,
276120,99999, 19370404,   38.0, 4, 9999.9, 0, 1025.9, 4, 9999.9, 0,   4.3, 4,   2.2, 4,   5.1, 999.9,   43.0 ,  30.0 , 0.00I,999.9, 000000,
276120,99999, 19370405,   35.0, 4, 9999.9, 0, 1022.2, 4, 9999.9, 0,   5.3, 4,   3.5, 4,   5.1, 999.9,   41.0 ,  28.0*, 0.00I,999.9, 000000,
276120,99999, 19370406,   35.5, 4, 9999.9, 0, 1023.5, 4, 9999.9, 0,   4.3, 4,   4.5, 4,   8.9, 999.9,   45.0 ,  27.0 , 0.00I,999.9, 000000,
276120,99999, 19370407,   37.5, 4, 9999.9, 0, 1025.5, 4, 9999.9, 0,   2.8, 4, 999.9, 0, 999.9, 999.9,   46.0 ,  27.0 , 0.00I,999.9, 000000,
276120,99999, 19370409,   40.2, 4, 9999.9, 0, 1027.4, 4, 9999.9, 0,   4.3, 4,   0.5, 4,   1.9, 999.9,   54.0 ,  30.0 , 0.00I,999.9, 000000,
276120,99999, 19370410,   41.8, 4, 9999.9, 0, 1026.1, 4, 9999.9, 0,   5.3, 4,   3.0, 4,   5.1, 999.9,   54.0 ,  30.0 , 0.00I,999.9, 000000,
276120,99999, 19370411,   41.5, 4, 9999.9, 0, 1023.4, 4, 9999.9, 0,   1.1, 4,   2.5, 4,   5.1, 999.9,   52.0 ,  34.0*,99.99 ,999.9, 110000,
276120,99999, 19370412,   44.5, 4, 9999.9, 0, 1022.1, 4, 9999.9, 0,   3.9, 4,   2.2, 4,   5.1, 999.9,   54.0 ,  30.0 , 0.00I,999.9, 100000,
276120,99999, 19370413,   43.0, 4, 9999.9, 0, 1026.2, 4, 9999.9, 0,   4.3, 4,   4.0, 4,   8.9, 999.9,   54.0 ,  36.0 , 0.00I,999.9, 000000,
276120,99999, 19370414,   46.5, 4, 9999.9, 0, 1032.6, 4, 9999.9, 0,   2.9, 4,   3.0, 4,   5.1, 999.9,   55.0 ,  36.0 , 0.00I,999.9, 100000,
276120,99999, 19370415,   48.7, 4, 9999.9, 0, 1032.4, 4, 9999.9, 0,   3.1, 4,   4.5, 4,  13.0, 999.9,   57.0 ,  41.0 , 0.00I,999.9, 000000,
276120,99999, 19370416,   49.5, 4, 9999.9, 0, 1026.5, 4, 9999.9, 0,   2.0, 4,   4.5, 4,   8.9, 999.9,   55.0 ,  43.0 , 0.00I,999.9, 000000,
276120,99999, 19370417,   48.5, 4, 9999.9, 0, 1021.9, 4, 9999.9, 0,   4.3, 4,  13.3, 4,  18.1, 999.9,   54.0 ,  43.0 , 0.00I,999.9, 000000,
276120,99999, 19370418,   50.5, 4, 9999.9, 0, 1019.3, 4, 9999.9, 0,   5.3, 4,  10.0, 4,  13.0, 999.9,   57.0 ,  43.0 , 0.00I,999.9, 000000,
276120,99999, 19370419,   53.7, 4, 9999.9, 0, 1017.8, 4, 9999.9, 0,   2.5, 4,   9.3, 4,  18.1, 999.9,   61.0 ,  45.0 , 0.00I,999.9, 000000,
276120,99999, 19370420,   57.2, 4, 9999.9, 0, 1019.6, 4, 9999.9, 0,   3.4, 4,   6.3, 4,  13.0, 999.9,   66.0 ,  48.0 , 0.00I,999.9, 000000,
276120,99999, 19370421,   52.5, 4, 9999.9, 0, 1020.6, 4, 9999.9, 0,   2.5, 4,   6.0, 4,   8.9, 999.9,   57.0 ,  46.0 ,99.99 ,999.9, 010000,
276120,99999, 19370422,   59.0, 4, 9999.9, 0, 1018.7, 4, 9999.9, 0,   4.8, 4,   7.0, 4,  13.0, 999.9,   70.0 ,  46.0 , 0.00I,999.9, 000000,
276120,99999, 19370423,   54.2, 4, 9999.9, 0, 1015.5, 4, 9999.9, 0,   2.2, 4,  11.0, 4,  13.0, 999.9,   63.0 ,  50.0 ,99.99 ,999.9, 010010,
276120,99999, 19370424,   58.2, 4, 9999.9, 0, 1013.8, 4, 9999.9, 0,   2.2, 4,   8.9, 4,   8.9, 999.9,   66.0 ,  52.0 , 0.00I,999.9, 000000,
276120,99999, 19370425,   61.0, 4, 9999.9, 0, 1009.5, 4, 9999.9, 0,   2.5, 4,   8.0, 4,   8.9, 999.9,   70.0 ,  54.0 , 0.00I,999.9, 000000,
276120,99999, 19370426,   54.5, 4, 9999.9, 0, 1011.5, 4, 9999.9, 0,   3.4, 4,   4.5, 4,   8.9, 999.9,   61.0 ,  50.0*, 0.00I,999.9, 000000,
276120,99999, 19370427,   50.2, 4, 9999.9, 0, 1011.2, 4, 9999.9, 0,   4.3, 4,   8.0, 4,  13.0, 999.9,   52.0*,  45.0*,99.99 ,999.9, 010000,
276120,99999, 19370428,   54.3, 4, 9999.9, 0, 1014.2, 4, 9999.9, 0,   6.2, 4,   4.3, 4,   5.1, 999.9,   68.0 ,  41.0 , 0.00I,999.9, 000000,
276120,99999, 19370429,   48.7, 4, 9999.9, 0, 1018.8, 4, 9999.9, 0,   4.3, 4,   3.5, 4,   5.1, 999.9,   55.0 ,  43.0 , 0.00I,999.9, 000000,
276120,99999, 19370528,   62.2, 4, 9999.9, 0, 1006.0, 4, 9999.9, 0,   6.2, 4,  12.2, 4,  18.1, 999.9,   79.0 ,  52.0 ,99.99 ,999.9, 010010,
276120,99999, 19370531,   48.5, 4, 9999.9, 0, 1019.8, 4, 9999.9, 0,   5.3, 4,   3.0, 4,   5.1, 999.9,   57.0 ,  34.0 , 0.00I,999.9, 000000,
276120,99999, 19370601,   59.0, 4, 9999.9, 0, 1009.5, 4, 9999.9, 0,   5.3, 4,  12.2, 4,  18.1, 999.9,   66.0 ,  41.0 , 0.00I,999.9, 000000,
276120,99999, 19370602,   58.5, 4, 9999.9, 0, 1003.2, 4, 9999.9, 0,   5.3, 4,   8.0, 4,   8.9, 999.9,   68.0 ,  52.0 ,99.99 ,999.9, 010000,
276120,99999, 19370603,   52.5, 4, 9999.9, 0, 1001.4, 4, 9999.9, 0,   4.3, 4,  13.3, 4,  18.1, 999.9,   59.0 ,  45.0*,99.99 ,999.9, 010010,
276120,99999, 19370604,   49.0, 4, 9999.9, 0, 1008.0, 4, 9999.9, 0,   3.4, 4,  11.0, 4,  13.0, 999.9,   55.0 ,  43.0 ,99.99 ,999.9, 010000,
276120,99999, 19370605,   53.0, 4, 9999.9, 0, 1013.1, 4, 9999.9, 0,   4.3, 4,   8.0, 4,  13.0, 999.9,   63.0 ,  48.0 ,99.99 ,999.9, 010000,
276120,99999, 19370606,   53.7, 4, 9999.9, 0, 1021.7, 4, 9999.9, 0,   5.3, 4,   8.0, 4,   8.9, 999.9,   61.0 ,  46.0 , 0.00I,999.9, 000000,
276120,99999, 19370607,   57.2, 4, 9999.9, 0, 1027.2, 4, 9999.9, 0,   6.2, 4,   7.0, 4,   8.9, 999.9,   64.0 ,  46.0 , 0.00I,999.9, 000000,
276120,99999, 19370608,   64.5, 4, 9999.9, 0, 1026.5, 4, 9999.9, 0,   6.2, 4,   5.0, 4,   8.9, 999.9,   72.0 ,  48.0 , 0.00I,999.9, 000000,
276120,99999, 19370609,   69.3, 4, 9999.9, 0, 1023.2, 4, 9999.9, 0,   5.3, 4,   5.2, 4,   8.9, 999.9,   79.0 ,  54.0 , 0.00I,999.9, 000000,
276120,99999, 19370610,   73.7, 4, 9999.9, 0, 1021.7, 4, 9999.9, 0,   2.5, 4,   1.9, 4,   1.9, 999.9,   81.0*,  55.0 , 0.00I,999.9, 000000,
276120,99999, 19370611,   75.5, 4, 9999.9, 0, 1018.1, 4, 9999.9, 0,   5.3, 4,   3.0, 4,   5.1, 999.9,   84.0 ,  61.0 , 0.00I,999.9, 000000,
276120,99999, 19370612,   74.5, 4, 9999.9, 0, 1011.6, 4, 9999.9, 0,   2.5, 4,   4.0, 4,   8.9, 999.9,   88.0 ,  63.0 , 0.00I,999.9, 000000,
276120,99999, 19370613,   62.5, 4, 9999.9, 0, 1009.7, 4, 9999.9, 0,   4.3, 4,   9.8, 4,  13.0, 999.9,   75.0 ,  52.0*,99.99 ,999.9, 010010,
276120,99999, 19370614,   53.5, 4, 9999.9, 0, 1015.8, 4, 9999.9, 0,   5.3, 4,  13.3, 4,  18.1, 999.9,   61.0 ,  48.0 , 0.00I,999.9, 000000,
276120,99999, 19370615,   55.0, 4, 9999.9, 0, 1013.8, 4, 9999.9, 0,   5.3, 4,  13.5, 4,  18.1, 999.9,   63.0 ,  45.0 , 0.00I,999.9, 000000,
276120,99999, 19370616,   58.5, 4, 9999.9, 0, 1015.0, 4, 9999.9, 0,   6.2, 4,  10.0, 4,  13.0, 999.9,   68.0 ,  46.0 , 0.00I,999.9, 000000,
276120,99999, 19370617,   63.2, 4, 9999.9, 0, 1017.1, 4, 9999.9, 0,   5.3, 4,   4.5, 4,   8.9, 999.9,   70.0*,  48.0 , 0.00I,999.9, 000000,
276120,99999, 19370618,   66.2, 4, 9999.9, 0, 1017.0, 4, 9999.9, 0,   5.3, 4,   5.2, 4,   8.9, 999.9,   73.0*,  46.0 , 0.00I,999.9, 000000,
276120,99999, 19370619,   68.5, 4, 9999.9, 0, 1018.3, 4, 9999.9, 0,   6.2, 4,   4.5, 4,   8.9, 999.9,   77.0 ,  50.0 , 0.00I,999.9, 000000,
276120,99999, 19370620,   66.5, 4, 9999.9, 0, 1018.5, 4, 9999.9, 0,   5.3, 4,   5.2, 4,   8.9, 999.9,   75.0 ,  57.0 , 0.00I,999.9, 000000,
